id,filename,source,photo_id,city,state,lat,lon,url,title,photographer,image_url,width,height,size,hash,downloaded_at,created_at,updated_at
0a3f2c76-29fe-4a2e-9dbc-5f06b37aace8,wikimedia_Tehuacan_Puebla_11_1764047351.jpg,wikimedia,,Tehuacán,Puebla,18.462778,-97.393333,https://upload.wikimedia.org/wikipedia/commons/2/2f/San_Juan_Raya%2C_Puebla%2C_valle_de_Tehuac%C3%A1n-Cuicatl%C3%A1n.jpg,"File:San Juan Raya, Puebla, valle de Tehuacán-Cuicatlán.jpg",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Tehuacan_Puebla_11_1764047351.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
caf62ada-bfcd-47fa-b4b4-b26e180f71c9,wikimedia_Mexicali_Baja_California_9_1764047005.jpg,wikimedia,,Mexicali,Baja California,32.624538,-115.452263,https://upload.wikimedia.org/wikipedia/commons/4/4e/Mexicali_sunset_%28Unsplash%29.jpg,File:Mexicali sunset (Unsplash).jpg,,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Mexicali_Baja_California_9_1764047005.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
7f3be828-55bf-4f89-9bb9-e0322e76204c,wikimedia_Cancun_Quintana_Roo_9_1764046006.jpg,wikimedia,,Cancún,Quintana Roo,21.161908,-86.851528,https://upload.wikimedia.org/wikipedia/commons/9/98/Cancun%2C_Quintana_Roo%2C_Mexico_2021_-_Rascacielos.jpg,"File:Cancun, Quintana Roo, Mexico 2021 - Rascacielos.jpg",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Cancun_Quintana_Roo_9_1764046006.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
72bc68a4-c54f-4700-a2c7-b3b1b88ca98f,wikimedia_Tecate_Baja_California_1_1764047018.jpg,wikimedia,,Tecate,Baja California,32.568889,-116.636111,https://upload.wikimedia.org/wikipedia/commons/8/81/Tecate%2C_Baja_California._%2821296995676%29.jpg,"File:Tecate, Baja California. (21296995676).jpg",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Tecate_Baja_California_1_1764047018.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
a87e25c5-a37d-43d7-a9e8-7e8f093f13b5,wikimedia_Puerto_Vallarta_Jalisco_3_1764046681.jpg,wikimedia,,Puerto Vallarta,Jalisco,20.653407,-105.225331,https://upload.wikimedia.org/wikipedia/commons/a/a5/Orchid%2C_Puerto_Vallarta%2C_2025.jpg,"File:Orchid, Puerto Vallarta, 2025.jpg",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Puerto_Vallarta_Jalisco_3_1764046681.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
74e571cd-5f28-46f5-b24e-a7b3f89127d5,pexels_Tepatitlan_de_Morelos_Jalisco_0_1764047333.jpg,pexels,,Tepatitlán de Morelos,Jalisco,20.811111,-102.763611,https://images.pexels.com/photos/10039938/pexels-photo-10039938.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Pexels 10039938,,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/pexels_Tepatitlan_de_Morelos_Jalisco_0_1764047333.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
d0302b63-9ddf-4e90-a918-bd118ac6eb07,wikimedia_Culiacan_Sinaloa_10_1764046398.jpg,wikimedia,,Culiacán,Sinaloa,24.809064,-107.394013,https://upload.wikimedia.org/wikipedia/commons/8/8d/Show_Your_Stripes_change_in_temperature_graphic_for_Culiac%C3%A1n%2C_Mexico_with_bars.png,"File:Show Your Stripes change in temperature graphic for Culiacán, Mexico with bars.png",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Culiacan_Sinaloa_10_1764046398.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
d5bae56b-2509-4ffe-8bfa-66d776c86503,wikimedia_Nuevo_Laredo_Tamaulipas_9_1764046914.jpg,wikimedia,,Nuevo Laredo,Tamaulipas,27.476289,-99.516389,https://upload.wikimedia.org/wikipedia/commons/7/7f/Mexican_street_food_in_Nuevo_Laredo.jpg,File:Mexican street food in Nuevo Laredo.jpg,,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Nuevo_Laredo_Tamaulipas_9_1764046914.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
6a7d030d-5235-48fc-be47-fb5a7d2658c6,wikimedia_San_Luis_Potosi_San_Luis_Potosi_10_1764046344.jpg,wikimedia,,San Luis Potosí,San Luis Potosí,22.156469,-100.98554,https://upload.wikimedia.org/wikipedia/commons/9/9b/Parque_Tangamanga_en_atardecer%2C_San_Luis_Potos%C3%AD.jpg,"File:Parque Tangamanga en atardecer, San Luis Potosí.jpg",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_San_Luis_Potosi_San_Luis_Potosi_10_1764046344.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
d8931491-80cf-49f5-9959-1604c811a939,wikimedia_Ciudad_de_Mexico_CDMX_11_1764045665.jpg,wikimedia,,Ciudad de México,CDMX,19.432608,-99.133209,https://upload.wikimedia.org/wikipedia/commons/b/b2/Museo_Soumaya%2C_Ciudad_de_M%C3%A9xico%2C_M%C3%A9xico%2C_2015-07-18%2C_DD_12.JPG,"File:Museo Soumaya, Ciudad de México, México, 2015-07-18, DD 12.JPG",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Ciudad_de_Mexico_CDMX_11_1764045665.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
b156ff01-ffad-499d-9962-6694f43e82ff,wikimedia_Uruapan_Michoacan_2_1764047269.jpg,wikimedia,,Uruapan,Michoacán,19.413611,-102.062778,https://upload.wikimedia.org/wikipedia/commons/3/36/CENTRO_HIST%C3%93RICO_DE_LA_CIUDAD_DE_URUAPAN.jpg,File:CENTRO HISTÓRICO DE LA CIUDAD DE URUAPAN.jpg,,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Uruapan_Michoacan_2_1764047269.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
062ddadf-03f2-41f4-ae26-48d190bacadb,wikimedia_Ciudad_de_Mexico_CDMX_8_1764045660.jpg,wikimedia,,Ciudad de México,CDMX,19.432608,-99.133209,https://upload.wikimedia.org/wikipedia/commons/5/50/Iglesia_de_San_Hip%C3%B3lito%2C_Ciudad_de_M%C3%A9xico%2C_M%C3%A9xico%2C_2015-07-20%2C_DD_01.jpg,"File:Iglesia de San Hipólito, Ciudad de México, México, 2015-07-20, DD 01.jpg",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Ciudad_de_Mexico_CDMX_8_1764045660.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
b7d98956-226b-4a6f-860e-6aab8733e324,wikimedia_Ensenada_Baja_California_9_1764046965.jpg,wikimedia,,Ensenada,Baja California,31.866742,-116.596371,https://upload.wikimedia.org/wikipedia/commons/1/10/Navigator_of_the_Seas_%28ship%2C_2002%29_in_Ensenada%2C_Mexico_%28August_2024%29_2.jpg,"File:Navigator of the Seas (ship, 2002) in Ensenada, Mexico (August 2024) 2.jpg",,https://qlwzmjyztyfnhoxfjstd.supabase.co/storage/v1/object/public/geolocalization-images/wikimedia_Ensenada_Baja_California_9_1764046965.jpg,,,,,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00,2025-11-26T20:26:40.990424+00:00
